date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:23:08	28625/28625	---M-Z	200	added ('OK')	text/html	etag:%226fd0-57af29e79a5c0-gzip%22	https://www.konnectplugins.com/proclinic/Vertical/rooms.html	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/rooms.html	(from https://www.konnectplugins.com/proclinic/Vertical/)
18:23:08	15420/15420	---M-Z	200	added ('OK')	text/html	etag:%223c3b-57af29dc28ac0-gzip%22	https://www.konnectplugins.com/proclinic/Vertical/edit-room.html	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/edit-room.html	(from https://www.konnectplugins.com/proclinic/Vertical/)
18:23:09	16586/16586	---M-Z	200	added ('OK')	text/html	etag:%2240c9-57af29eb6aec0-gzip%22	https://www.konnectplugins.com/proclinic/Vertical/typography.html	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/typography.html	(from https://www.konnectplugins.com/proclinic/Vertical/)
18:23:09	15929/15929	---M-Z	200	added ('OK')	text/html	etag:%223e38-57af29d66fd40-gzip%22	https://www.konnectplugins.com/proclinic/Vertical/buttons.html	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/buttons.html	(from https://www.konnectplugins.com/proclinic/Vertical/)
18:23:09	16459/16459	---M-Z	200	added ('OK')	text/html	etag:%22404a-57af29d763f80-gzip%22	https://www.konnectplugins.com/proclinic/Vertical/cards.html	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/cards.html	(from https://www.konnectplugins.com/proclinic/Vertical/)
18:23:10	20407/20407	---M-Z	200	added ('OK')	text/html	etag:%224fb6-57af29e982a40-gzip%22	https://www.konnectplugins.com/proclinic/Vertical/tabs.html	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/tabs.html	(from https://www.konnectplugins.com/proclinic/Vertical/)
18:23:10	21627/21627	---M-Z	200	added ('OK')	text/html	etag:%22547a-57af29d1ab200-gzip%22	https://www.konnectplugins.com/proclinic/Vertical/accordions.html	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/accordions.html	(from https://www.konnectplugins.com/proclinic/Vertical/)
18:23:11	23444/23444	---M-Z	200	added ('OK')	text/html	etag:%225b93-57af29e2d5a80-gzip%22	https://www.konnectplugins.com/proclinic/Vertical/modals.html	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/modals.html	(from https://www.konnectplugins.com/proclinic/Vertical/)
18:23:11	19993/19993	---M-Z	200	added ('OK')	text/html	etag:%224e18-57af29e0ed600-gzip%22	https://www.konnectplugins.com/proclinic/Vertical/lists.html	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/lists.html	(from https://www.konnectplugins.com/proclinic/Vertical/)
18:23:12	21970/21970	---M-Z	200	added ('OK')	text/html	etag:%2255d1-57af29df05180-gzip%22	https://www.konnectplugins.com/proclinic/Vertical/grid.html	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/grid.html	(from https://www.konnectplugins.com/proclinic/Vertical/)
18:23:12	19025/19025	---M-Z	200	added ('OK')	text/html	etag:%224a50-57af29e6a6380-gzip%22	https://www.konnectplugins.com/proclinic/Vertical/progress-bars.html	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/progress-bars.html	(from https://www.konnectplugins.com/proclinic/Vertical/)
18:23:12	17194/17194	---M-Z	200	added ('OK')	text/html	etag:%224329-57af29e3c9cc0-gzip%22	https://www.konnectplugins.com/proclinic/Vertical/notifications-alerts.html	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/notifications-alerts.html	(from https://www.konnectplugins.com/proclinic/Vertical/)
18:23:13	19216/19216	---M-Z	200	added ('OK')	text/html	etag:%224b0f-57af29e4bdf00-gzip%22	https://www.konnectplugins.com/proclinic/Vertical/pagination.html	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/pagination.html	(from https://www.konnectplugins.com/proclinic/Vertical/)
18:23:13	16447/16447	---M-Z	200	added ('OK')	text/html	etag:%22403e-57af29d8581c0-gzip%22	https://www.konnectplugins.com/proclinic/Vertical/carousel.html	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/carousel.html	(from https://www.konnectplugins.com/proclinic/Vertical/)
18:23:14	17550/17550	---M-Z	200	added ('OK')	text/html	etag:%22448d-57af29e982a40-gzip%22	https://www.konnectplugins.com/proclinic/Vertical/tables.html	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/tables.html	(from https://www.konnectplugins.com/proclinic/Vertical/)
18:23:14	13846/13846	---M-Z	200	added ('OK')	text/html	etag:%223615-57af29d8581c0-gzip%22	https://www.konnectplugins.com/proclinic/Vertical/charts-1.html	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/charts-1.html	(from https://www.konnectplugins.com/proclinic/Vertical/)
18:23:14	13525/13525	---M-Z	200	added ('OK')	text/html	etag:%2234d4-57af29d94c400-gzip%22	https://www.konnectplugins.com/proclinic/Vertical/charts-2.html	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/charts-2.html	(from https://www.konnectplugins.com/proclinic/Vertical/)
18:23:14	13367/13367	---M-Z	200	added ('OK')	text/html	etag:%223436-57af29e1e1840-gzip%22	https://www.konnectplugins.com/proclinic/Vertical/map-1.html	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/map-1.html	(from https://www.konnectplugins.com/proclinic/Vertical/)
18:23:15	13398/13398	---M-Z	200	added ('OK')	text/html	etag:%223455-57af29e2d5a80-gzip%22	https://www.konnectplugins.com/proclinic/Vertical/map-2.html	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/map-2.html	(from https://www.konnectplugins.com/proclinic/Vertical/)
18:23:15	16800/16800	---M-Z	200	added ('OK')	text/html	etag:%22419f-57af29de10f40-gzip%22	https://www.konnectplugins.com/proclinic/Vertical/forms.html	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/forms.html	(from https://www.konnectplugins.com/proclinic/Vertical/)
18:23:17	315966/315966	---M-Z	200	added ('OK')	text/html	etag:%224d23d-57af29df05180-gzip%22	https://www.konnectplugins.com/proclinic/Vertical/font-awesome.html	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/font-awesome.html	(from https://www.konnectplugins.com/proclinic/Vertical/)
18:23:17	67149/67149	---M-Z	200	added ('OK')	text/html	etag:%221064c-57af29ec5f100-gzip%22	https://www.konnectplugins.com/proclinic/Vertical/themify.html	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/themify.html	(from https://www.konnectplugins.com/proclinic/Vertical/)
18:23:18	3736/3736	---M-Z	200	added ('OK')	text/html	etag:%22e97-57af29e1e1840-gzip%22	https://www.konnectplugins.com/proclinic/Vertical/login.html	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/login.html	(from https://www.konnectplugins.com/proclinic/Vertical/)
18:23:19	4272/4272	---M-Z	200	added ('OK')	text/html	etag:%2210af-57af29e79a5c0-gzip%22	https://www.konnectplugins.com/proclinic/Vertical/sign-up.html	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/sign-up.html	(from https://www.konnectplugins.com/proclinic/Vertical/)
18:23:19	9966/9966	---M-Z	200	added ('OK')	text/html	etag:%2226ed-57af29cfc2d80-gzip%22	https://www.konnectplugins.com/proclinic/Vertical/404.html	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/404.html	(from https://www.konnectplugins.com/proclinic/Vertical/)
18:23:20	12525/12525	---M-Z	200	added ('OK')	text/html	etag:%2230ec-57af29d66fd40-gzip%22	https://www.konnectplugins.com/proclinic/Vertical/blank-page.html	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/blank-page.html	(from https://www.konnectplugins.com/proclinic/Vertical/)
18:23:21	17827/17827	---M-Z	200	added ('OK')	text/html	etag:%2245a2-57af29e6a6380-gzip%22	https://www.konnectplugins.com/proclinic/Vertical/pricing.html	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/pricing.html	(from https://www.konnectplugins.com/proclinic/Vertical/)
18:23:21	22203/22203	---M-Z	200	added ('OK')	text/html	etag:%2256ba-57af29dd1cd00-gzip%22	https://www.konnectplugins.com/proclinic/Vertical/faq.html	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/faq.html	(from https://www.konnectplugins.com/proclinic/Vertical/)
18:23:22	16271/16271	---M-Z	200	added ('OK')	text/html	etag:%223f8e-57af29e0ed600-gzip%22	https://www.konnectplugins.com/proclinic/Vertical/invoice.html	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/invoice.html	(from https://www.konnectplugins.com/proclinic/Vertical/)
18:23:22	3996/3996	---M--	200	added ('OK')	image/png	etag:%22f9c-57af2a15611c0%22	https://www.konnectplugins.com/proclinic/Vertical/images/logo-dark.png	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/images/logo-dark.png	(from https://www.konnectplugins.com/proclinic/Vertical/)
18:23:24	86659/86659	---M--	200	added ('OK')	application/javascript	etag:%2215283-57af2a21c6f00%22	https://www.konnectplugins.com/proclinic/Vertical/js/jquery-3.2.1.min.js	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/js/jquery-3.2.1.min.js	(from https://www.konnectplugins.com/proclinic/Vertical/)
18:23:24	19197/19197	---M--	200	added ('OK')	application/javascript	etag:%224afd-57af2a2597800%22	https://www.konnectplugins.com/proclinic/Vertical/js/popper.min.js	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/js/popper.min.js	(from https://www.konnectplugins.com/proclinic/Vertical/)
18:23:26	48944/48944	---M--	200	added ('OK')	application/javascript	etag:%22bf30-57af2a1df6600%22	https://www.konnectplugins.com/proclinic/Vertical/js/bootstrap.min.js	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/js/bootstrap.min.js	(from https://www.konnectplugins.com/proclinic/Vertical/)
18:23:28	90647/90647	---M--	200	added ('OK')	application/javascript	etag:%2216217-57af2a34d9c00%22	https://www.konnectplugins.com/proclinic/Vertical/charts/js/raphael-min.js	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/charts/js/raphael-min.js	(from https://www.konnectplugins.com/proclinic/Vertical/)
18:23:29	35652/35652	---M--	200	added ('OK')	application/javascript	etag:%228b44-57af2a33e59c0%22	https://www.konnectplugins.com/proclinic/Vertical/charts/js/morris.min.js	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/charts/js/morris.min.js	(from https://www.konnectplugins.com/proclinic/Vertical/)
18:23:30	2834/2834	---M--	200	added ('OK')	application/javascript	etag:%22b12-57af2a1eea840%22	https://www.konnectplugins.com/proclinic/Vertical/js/custom-morris.js	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/js/custom-morris.js	(from https://www.konnectplugins.com/proclinic/Vertical/)
18:23:32	1709/1709	---M--	200	added ('OK')	application/javascript	etag:%226ad-57af2a20d2cc0%22	https://www.konnectplugins.com/proclinic/Vertical/js/custom.js	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/js/custom.js	(from https://www.konnectplugins.com/proclinic/Vertical/)
18:23:35	78748/78748	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221339c-57af2a09ef6c0%22	https://www.konnectplugins.com/proclinic/Vertical/fonts/themify.eot?-fvbane	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/fonts/themify9f24.eot	(from https://www.konnectplugins.com/proclinic/Vertical/css/themify-icons.css)
18:23:37	78748/78748	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221339c-57af2a09ef6c0%22	https://www.konnectplugins.com/proclinic/Vertical/fonts/themify.eot?	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/fonts/themifyd41d.eot	(from https://www.konnectplugins.com/proclinic/Vertical/css/themify-icons.css)
18:23:39	56108/56108	---M--	200	added ('OK')	application/x-font-woff	etag:%22db2c-57af2a0dbffc0%22	https://www.konnectplugins.com/proclinic/Vertical/fonts/themify.woff?-fvbane	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/fonts/themify9f24.woff	(from https://www.konnectplugins.com/proclinic/Vertical/css/themify-icons.css)
18:23:40	78584/78584	---M--	200	added ('OK')	application/x-font-ttf	etag:%22132f8-57af2a0bd7b40%22	https://www.konnectplugins.com/proclinic/Vertical/fonts/themify.ttf?-fvbane	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/fonts/themify9f24.ttf	(from https://www.konnectplugins.com/proclinic/Vertical/css/themify-icons.css)
18:23:44	234269/234269	---M--	200	added ('OK')	image/svg+xml	etag:%223931d-57af2a0bd7b40%22	https://www.konnectplugins.com/proclinic/Vertical/fonts/themify.svg?-fvbane	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/fonts/themify9f24.svg	(from https://www.konnectplugins.com/proclinic/Vertical/css/themify-icons.css)
18:23:46	5222/5222	---M--	200	added ('OK')	text/css	etag:%221466-57af29f9b9080%22	https://www.konnectplugins.com/proclinic/Vertical/datatable/dataTables.bootstrap4.min.css	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/datatable/dataTables.bootstrap4.min.css	(from https://www.konnectplugins.com/proclinic/Vertical/add-patient.html)
18:23:50	82401/82401	---M--	200	added ('OK')	application/javascript	etag:%22141e1-57af29fba1500%22	https://www.konnectplugins.com/proclinic/Vertical/datatable/jquery.dataTables.min.js	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/datatable/jquery.dataTables.min.js	(from https://www.konnectplugins.com/proclinic/Vertical/add-patient.html)
18:23:51	2085/2085	---M--	200	added ('OK')	application/javascript	etag:%22825-57af29f9b9080%22	https://www.konnectplugins.com/proclinic/Vertical/datatable/dataTables.bootstrap4.min.js	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/datatable/dataTables.bootstrap4.min.js	(from https://www.konnectplugins.com/proclinic/Vertical/add-patient.html)
18:23:51	334/334	---M--	200	added ('OK')	application/javascript	etag:%2214e-57af2a1d023c0%22	https://www.konnectplugins.com/proclinic/Vertical/js/custom-datatables.js	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/js/custom-datatables.js	(from https://www.konnectplugins.com/proclinic/Vertical/patients.html)
18:23:52	32855/32855	---M--	200	added ('OK')	image/jpeg	etag:%228057-57af2a146cf80%22	https://www.konnectplugins.com/proclinic/Vertical/images/doctor.jpeg	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/images/doctor.jpg	(from https://www.konnectplugins.com/proclinic/Vertical/about-doctor.html)
18:23:54	29145/29145	---M--	200	added ('OK')	image/jpeg	etag:%2271d9-57af2a1378d40%22	https://www.konnectplugins.com/proclinic/Vertical/images/card-1.jpeg	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/images/card-1.jpg	(from https://www.konnectplugins.com/proclinic/Vertical/cards.html)
18:23:55	39968/39968	---M--	200	added ('OK')	image/jpeg	etag:%229c20-57af2a1378d40%22	https://www.konnectplugins.com/proclinic/Vertical/images/card-2.jpeg	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/images/card-2.jpg	(from https://www.konnectplugins.com/proclinic/Vertical/cards.html)
18:23:56	3369/3369	---M--	200	added ('OK')	image/png	etag:%22d29-57af2a183d880%22	https://www.konnectplugins.com/proclinic/Vertical/images/user1.png	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/images/user1.png	(from https://www.konnectplugins.com/proclinic/Vertical/lists.html)
18:23:56	3142/3142	---M--	200	added ('OK')	image/png	etag:%22c46-57af2a1931ac0%22	https://www.konnectplugins.com/proclinic/Vertical/images/user2.png	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/images/user2.png	(from https://www.konnectplugins.com/proclinic/Vertical/lists.html)
18:23:57	3761/3761	---M--	200	added ('OK')	image/png	etag:%22eb1-57af2a1931ac0%22	https://www.konnectplugins.com/proclinic/Vertical/images/user3.png	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/images/user3.png	(from https://www.konnectplugins.com/proclinic/Vertical/lists.html)
18:24:00	85077/85077	---M--	200	added ('OK')	image/jpeg	etag:%2214c55-57af2a1655400%22	https://www.konnectplugins.com/proclinic/Vertical/images/slide1.jpg	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/images/slide1.jpg	(from https://www.konnectplugins.com/proclinic/Vertical/carousel.html)
18:24:02	87535/87535	---M--	200	added ('OK')	image/jpeg	etag:%22155ef-57af2a1749640%22	https://www.konnectplugins.com/proclinic/Vertical/images/slide2.jpg	C:/My%20Web%20Sites/dashBoard%20admin/www.konnectplugins.com/proclinic/Vertical/images/slide2.jpg	(from https://www.konnectplugins.com/proclinic/Vertical/carousel.html)
